id_respondent,weight_main,ses_gender,ses_age,ses_age_category,ses_language,ses_ethnicity,ses_education,ses_income_household,ses_occupation,ses_region,ses_born_canada,ses_marital_status,ses_union_member,ses_household_size,ses_homeowner,ses_children_home,ses_religion,ses_religiosity,ses_region_administrative,tech_sample_type,ses_spouse_union_member,op_interest_politics,op_follow_campaign,op_care_election_outcome,op_satisfaction_democracy,op_trust_government,op_politics_too_complicated,behav_vote_turnout_2007,behav_vote_choice_provincial,behav_vote_choice_federal,behav_vote_certainty,behav_vote_decision_timing,behav_vote_considered_other_party,behav_campaign_interest,behav_vote_frequency,behav_contacted_by_party,behav_tried_convince_others,behav_attended_political_events,behav_political_donation,behav_signed_petition,behav_boycott_products,behav_protest_participation,behav_union_household,behav_party_identification_provincial,behav_party_identification_federal,op_rating_leader_1,op_rating_leader_2,op_rating_leader_3,op_rating_leader_4,op_rating_leader_5,op_rating_entity_1,op_rating_entity_2,op_rating_entity_3,op_rating_entity_4,op_rating_entity_5,op_rating_institution_1,op_rating_institution_2,op_sovereignty,op_referendum_vote,op_referendum_certainty,op_issue_position_1,op_issue_position_2,op_issue_position_3,op_attitude_1,op_attitude_2,op_voting_duty,op_attitude_4,op_government_responsiveness,op_mps_lose_touch,op_attitude_7,op_attitude_8,op_government_intervention,op_left_right_position,op_redistribution,op_environment_economy,op_attitude_minorities,op_immigration_level,op_attitude_13,op_attitude_14,op_attitude_15,op_attitude_16,op_attitude_17,op_issue_importance_1,op_issue_importance_2,op_issue_importance_3
38,0.9961626529693604,female,37.0,35_44,french,canadian_quebecois,bachelor,80k_to_100k,,16,1.0,common_law,1.0,,,children_18_plus,protestant,0.0,outaouais,type_1,,0.67,1.0,0.67,1.0,0.67,0.33,1.0,pq,liberal,0.67,1.0,1.0,0.67,1.0,0.33,0.67,0.33,1.0,0.0,,0.33,1.0,qs,green,0.5,0.7,0.3,1.0,0.9,0.4,0.6,0.5,1.0,0.9,0.75,0.6,0.0,1.0,0.33,,0.67,0.33,0.33,0.67,1.0,0.33,0.33,0.67,0.67,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5
39,0.7738205194473267,male,62.0,55_64,french,canadian_quebecois,graduate,40k_to_60k,self_employed,6,1.0,widowed,1.0,5_plus_persons,0.0,children_under_18,protestant,1.0,other_regions,type_1,,1.0,1.0,0.67,1.0,1.0,0.33,1.0,plq,ndp,1.0,1.0,1.0,0.67,1.0,0.33,0.67,0.33,0.0,0.0,0.0,0.67,1.0,pq,,0.25,1.0,0.0,0.75,0.6,0.02,0.8,0.1,0.6,0.6,1.0,0.5,0.0,1.0,0.33,1.0,1.0,0.33,0.33,0.33,1.0,0.0,0.0,1.0,1.0,0.67,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.8,0.83,0.83,0.5
40,1.922140955924988,male,27.0,25_34,french,canadian_quebecois,college_cegep,under_20k,student,2,1.0,widowed,0.0,3_4_persons,1.0,both,other_christian,0.5,other_regions,type_1,,1.0,1.0,0.67,0.67,0.33,0.0,1.0,plq,ndp,0.0,0.75,0.33,0.0,1.0,0.67,0.67,0.67,1.0,0.0,0.0,0.67,1.0,adq,liberal,0.5,0.4,0.9,0.3,0.3,0.4,0.2,0.8,0.3,,0.5,0.7,1.0,1.0,0.33,1.0,1.0,0.33,0.67,0.33,1.0,0.0,0.33,0.67,0.67,0.0,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.67,0.67,0.67
41,0.7738205194473267,male,56.0,55_64,french,canadian_quebecois,college_cegep,under_20k,student,14,1.0,widowed,1.0,2_persons,1.0,no_children,,,other,type_1,0.0,1.0,1.0,1.0,1.0,0.67,0.0,1.0,plq,,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.5,0.6,0.1,0.01,0.4,0.0,1.0,0.0,0.67,0.67,1.0,0.33,0.0,1.0,1.0,1.0,0.0,0.33,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.17,0.67,0.67
42,0.7705016136169434,female,56.0,55_64,french,canadian_quebecois,bachelor,under_20k,employed,5,1.0,widowed,1.0,5_plus_persons,0.0,no_children,,,monteregie,type_1,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,plq,,1.0,1.0,1.0,1.0,1.0,0.67,0.0,0.33,1.0,0.0,1.0,0.67,1.0,,,0.1,0.5,0.6,0.7,0.85,0.0,0.5,0.65,,0.75,0.5,0.85,1.0,1.0,0.67,0.67,0.67,1.0,1.0,0.67,1.0,0.0,0.0,0.33,0.33,1.0,,0.8,,0.2,,0.8,0.8,0.8,0.2,,0.6,0.17,0.67,0.33
43,0.9346079230308532,male,62.0,55_64,french,canadian_quebecois,high_school,under_20k,student,32,1.0,widowed,0.0,3_4_persons,1.0,no_children,,,quebec_city,type_1,0.0,1.0,1.0,0.67,0.33,1.0,0.0,1.0,plq,ndp,0.67,1.0,0.67,0.33,0.5,1.0,1.0,0.33,1.0,0.0,1.0,0.67,1.0,plq,ndp,0.75,0.3,0.75,0.05,0.05,0.75,0.1,0.75,,,0.4,0.9,0.0,1.0,0.0,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,0.67,1.0,0.0,,1.0,1.0,0.6,1.0,1.0,1.0,0.6,,1.0,0.6,1.0,0.67,0.67
44,1.3116263151168823,female,65.0,55_64,french,canadian_quebecois,bachelor,40k_to_60k,employed,2,1.0,married,,3_4_persons,0.0,children_under_18,,,,type_1,0.0,0.67,0.67,0.33,0.67,0.33,0.33,1.0,plq,ndp,0.67,0.5,0.67,0.67,0.5,0.67,0.67,0.33,1.0,,1.0,0.33,0.0,,,0.49,0.15,0.5,0.15,0.15,0.49,0.1,0.55,0.1,,0.5,0.55,0.0,1.0,0.0,0.67,0.67,0.33,0.33,0.33,1.0,0.33,0.67,0.67,0.67,0.33,0.6,0.6,0.6,0.2,0.4,0.6,1.0,,,0.6,0.6,0.17,0.67,0.67
45,1.0454652309417725,male,64.0,55_64,english,canadian_quebecois,bachelor,40k_to_60k,self_employed,6,0.0,divorced_separated,,5_plus_persons,0.0,no_children,catholic,0.5,montreal,type_1,,1.0,1.0,0.0,0.67,0.67,1.0,0.0,adq,liberal,0.67,0.75,0.67,0.67,0.5,0.67,0.67,0.67,1.0,0.0,1.0,0.67,1.0,,,0.8,0.0,0.3,0.0,0.1,0.7,0.0,0.3,,0.1,0.0,0.7,0.0,1.0,0.0,0.67,0.67,0.33,0.33,1.0,0.67,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,0.2219046652317047,male,54.0,45_54,french,canadian_quebecois,graduate,over_150k,employed,3,1.0,divorced_separated,1.0,2_persons,0.0,children_under_18,catholic,0.0,,type_1,,0.67,0.67,0.0,1.0,1.0,0.0,1.0,plq,ndp,0.67,1.0,0.67,0.0,0.5,0.67,0.67,0.33,1.0,0.0,1.0,0.67,0.0,,,0.8,0.65,0.8,0.78,0.78,0.75,0.75,0.8,0.5,0.5,0.5,0.7,0.0,0.0,0.0,0.67,0.67,0.67,0.33,1.0,1.0,0.33,0.67,0.67,0.67,0.33,1.0,0.8,1.0,0.6,0.6,0.8,0.8,0.8,1.0,0.6,0.6,1.0,0.67,0.67
47,0.3281298279762268,male,29.0,25_34,french,canadian_quebecois,bachelor,40k_to_60k,employed,3,1.0,divorced_separated,1.0,5_plus_persons,0.0,children_under_18,other_christian,0.5,outaouais,type_1,,0.67,0.33,0.67,0.33,0.67,0.33,1.0,qs,conservative,0.67,0.5,0.33,0.67,0.5,0.33,0.67,0.33,,0.0,0.0,0.67,0.0,adq,green,0.5,0.3,0.8,0.25,0.7,0.75,0.65,0.8,0.0,0.4,0.0,0.8,0.0,1.0,0.0,0.67,0.0,0.67,0.33,0.33,1.0,0.0,0.67,1.0,1.0,0.67,1.0,0.8,1.0,0.2,0.4,0.6,1.0,0.8,0.6,0.6,0.6,1.0,0.67,0.5
48,1.690662503242493,male,32.0,25_34,french,canadian_quebecois,college_cegep,40k_to_60k,employed,8,1.0,widowed,,5_plus_persons,0.0,no_children,,,,type_1,0.0,0.67,0.67,0.33,1.0,0.33,0.33,1.0,plq,conservative,0.0,0.75,0.67,0.33,0.5,0.33,1.0,0.33,1.0,0.0,1.0,0.67,0.0,qs,ndp,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.7,0.7,1.0,1.0,0.0,0.67,1.0,0.67,0.33,0.0,1.0,0.33,1.0,0.67,0.67,0.33,,,,0.2,,,,,,,,,,
49,0.3372038602828979,male,42.0,35_44,french,canadian_quebecois,bachelor,20k_to_40k,student,3,1.0,widowed,1.0,5_plus_persons,0.0,children_under_18,other_religion,0.5,monteregie,type_1,,1.0,1.0,0.33,0.67,0.33,0.33,1.0,plq,conservative,0.33,0.5,0.67,0.67,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.67,,qs,green,0.1,0.1,0.1,0.25,0.25,0.1,0.1,0.1,0.25,0.2,0.8,0.2,0.0,1.0,1.0,0.67,1.0,0.67,0.33,0.67,1.0,0.0,0.0,0.67,0.67,0.0,0.4,0.4,,0.4,0.4,0.4,0.4,0.4,0.4,,0.4,1.0,0.83,0.67
50,0.1873806416988372,male,63.0,55_64,french,canadian_quebecois,high_school,20k_to_40k,self_employed,3,1.0,common_law,,5_plus_persons,0.0,children_under_18,protestant,1.0,other_regions,type_1,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,plq,ndp,1.0,0.5,0.33,0.67,1.0,0.33,1.0,0.33,1.0,1.0,1.0,0.33,0.0,pq,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,0.0,0.33,0.67,1.0,0.0,0.0,1.0,1.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.83
51,1.3116263151168823,female,78.0,65_plus,french,canadian_quebecois,high_school,20k_to_40k,self_employed,2,1.0,widowed,0.0,1_person,1.0,children_under_18,protestant,1.0,other_regions,type_1,,1.0,1.0,1.0,0.67,1.0,1.0,1.0,plq,ndp,1.0,0.75,0.67,0.67,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,pq,ndp,0.0,0.5,0.5,,,0.0,0.5,0.5,0.6,0.05,0.8,0.8,0.0,1.0,0.67,1.0,1.0,1.0,0.67,0.67,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.8,,0.6,0.83,0.83,0.67
52,0.1873806416988372,male,62.0,55_64,french,canadian_quebecois,bachelor,80k_to_100k,employed,3,1.0,widowed,,5_plus_persons,0.0,children_under_18,other_christian,0.0,other_regions,type_1,,0.67,1.0,1.0,1.0,1.0,0.0,1.0,plq,ndp,0.33,1.0,0.67,0.33,0.5,0.67,1.0,0.0,1.0,0.0,1.0,0.67,0.0,adq,conservative,0.3,0.3,0.4,0.1,0.1,0.1,0.2,0.4,0.3,0.1,0.6,0.7,0.0,1.0,0.0,0.67,1.0,0.67,0.33,0.33,1.0,0.33,1.0,0.67,0.67,0.33,0.6,0.6,0.6,0.2,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.67,0.33,0.5
53,0.3372038602828979,male,36.0,35_44,french,canadian_quebecois,bachelor,80k_to_100k,employed,3,1.0,divorced_separated,0.0,5_plus_persons,0.0,children_18_plus,other_christian,0.5,outaouais,type_1,,0.67,1.0,0.33,0.67,0.33,0.67,1.0,qs,conservative,0.33,0.5,0.67,0.33,0.5,0.33,0.33,0.33,0.0,0.0,0.0,0.67,1.0,adq,liberal,0.6,0.2,0.8,0.1,0.4,0.6,0.3,0.75,0.2,,0.6,0.8,0.0,1.0,0.0,0.67,0.33,0.67,0.33,1.0,0.33,0.0,1.0,0.67,1.0,0.67,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.67,0.67
54,1.595116138458252,female,69.0,65_plus,french,canadian_quebecois,high_school,,self_employed,26,1.0,divorced_separated,1.0,3_4_persons,0.0,no_children,other_christian,0.5,,type_1,,1.0,1.0,1.0,1.0,0.67,1.0,1.0,adq,liberal,0.67,1.0,1.0,0.67,0.5,0.67,1.0,0.67,1.0,0.0,1.0,0.67,1.0,adq,liberal,0.5,0.55,0.7,0.6,0.6,0.7,0.6,0.8,,,0.7,0.6,1.0,1.0,0.33,0.67,0.67,0.67,0.33,0.33,1.0,0.33,1.0,1.0,1.0,0.0,0.6,0.6,1.0,0.6,1.0,0.6,0.6,1.0,1.0,0.6,0.6,0.67,0.67,0.67
55,0.1873806416988372,male,56.0,55_64,french,canadian_quebecois,college_cegep,40k_to_60k,employed,3,1.0,divorced_separated,1.0,3_4_persons,1.0,children_18_plus,protestant,0.5,quebec_city,type_1,,1.0,1.0,0.67,1.0,0.67,0.67,1.0,plq,ndp,0.33,1.0,1.0,0.33,1.0,0.33,0.67,0.33,1.0,0.0,0.0,0.67,1.0,adq,green,0.6,0.5,0.75,0.3,0.3,0.5,0.6,0.7,0.4,0.3,0.5,0.75,0.0,1.0,0.67,1.0,0.67,0.33,0.67,0.33,1.0,0.0,0.67,1.0,1.0,0.0,1.0,,0.8,0.2,,0.8,1.0,0.8,1.0,1.0,0.8,0.83,0.83,0.17
56,0.7317694425582886,female,21.0,18_24,french,canadian_quebecois,college_cegep,under_20k,,3,1.0,widowed,1.0,5_plus_persons,0.0,no_children,protestant,0.5,,type_1,,0.67,1.0,0.67,1.0,0.67,0.0,1.0,plq,ndp,0.67,1.0,0.67,0.33,0.5,0.67,0.67,0.33,1.0,0.0,0.0,0.33,0.0,,,0.4,0.5,0.4,,,0.6,0.6,0.6,,,0.7,0.5,1.0,1.0,0.0,1.0,0.67,0.33,0.33,0.67,1.0,0.33,0.0,0.67,0.67,0.33,1.0,0.8,0.6,0.2,0.2,0.6,0.8,0.8,0.8,0.6,0.8,1.0,0.83,0.83
57,0.9961626529693604,female,43.0,35_44,french,canadian_quebecois,bachelor,over_150k,employed,6,1.0,divorced_separated,1.0,3_4_persons,0.0,no_children,protestant,0.5,other_regions,type_1,,1.0,0.67,0.67,1.0,0.33,0.33,1.0,adq,liberal,1.0,0.75,1.0,0.0,1.0,0.67,0.67,0.67,0.0,0.0,0.0,1.0,0.0,pq,,0.5,0.9,0.4,0.6,0.8,0.3,0.6,0.3,0.7,,0.8,0.6,0.0,,0.33,0.67,0.67,0.33,0.33,0.67,1.0,0.33,0.33,0.67,0.67,0.0,,0.8,,0.2,0.4,0.8,0.8,0.8,0.8,,,0.17,0.17,0.5
58,0.2531591951847076,male,62.0,55_64,english,canadian_quebecois,bachelor,60k_to_80k,self_employed,3,0.0,married,0.0,5_plus_persons,0.0,both,other_christian,0.5,quebec_city,type_1,,1.0,1.0,1.0,1.0,1.0,0.67,1.0,plq,ndp,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.67,1.0,adq,liberal,0.7,0.65,0.85,0.35,0.4,0.75,0.65,0.9,0.45,0.35,0.0,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.67,0.33,0.33,1.0,1.0,1.0,0.67,0.0,0.6,0.6,0.6,,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.67,0.67
59,0.7738205194473267,male,55.0,45_54,french,canadian_quebecois,graduate,over_150k,employed,6,1.0,widowed,1.0,3_4_persons,0.0,children_under_18,catholic,1.0,other_regions,type_1,,1.0,1.0,0.67,1.0,0.67,0.67,1.0,adq,liberal,0.33,0.75,0.67,1.0,1.0,0.33,0.67,0.67,0.0,,0.0,0.67,1.0,plq,,0.75,0.4,0.3,0.1,0.15,0.75,0.35,0.4,0.15,0.15,0.6,0.4,0.0,1.0,0.33,1.0,1.0,0.0,1.0,0.67,1.0,0.0,0.67,0.67,0.67,0.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83,0.67
60,0.8410736918449402,female,66.0,65_plus,french,canadian_quebecois,college_cegep,20k_to_40k,self_employed,16,1.0,widowed,1.0,,1.0,children_18_plus,catholic,0.5,outaouais,type_1,,1.0,1.0,0.0,1.0,0.67,0.67,1.0,adq,liberal,0.67,0.75,0.67,0.0,0.5,0.33,0.67,0.67,0.0,0.0,1.0,1.0,1.0,plq,green,0.9,0.0,0.0,0.0,0.9,0.9,0.4,0.5,0.4,0.6,0.1,0.7,1.0,1.0,0.0,0.67,1.0,0.0,0.33,1.0,1.0,0.0,0.0,0.33,0.33,1.0,1.0,,1.0,0.2,,0.6,1.0,1.0,,1.0,1.0,1.0,1.0,0.67
61,0.7738205194473267,male,56.0,55_64,french,canadian_quebecois,high_school,40k_to_60k,employed,6,1.0,divorced_separated,,1_person,1.0,no_children,,,quebec_city,type_1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,plq,,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.33,1.0,0.0,1.0,0.33,1.0,adq,green,0.4,0.4,0.4,0.4,,0.5,0.5,0.5,,,0.5,0.5,0.0,1.0,0.0,0.67,0.67,1.0,0.67,1.0,1.0,0.0,0.67,0.67,0.67,0.0,,1.0,,0.6,0.6,0.6,1.0,0.8,,0.6,0.6,0.67,0.67,0.67
62,3.6725471019744873,male,43.0,35_44,other,other,graduate,20k_to_40k,employed,13,,single,0.0,3_4_persons,1.0,children_under_18,,,,type_1,0.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,pq,liberal,1.0,1.0,1.0,1.0,0.5,0.0,0.67,0.67,0.0,0.0,0.0,0.67,1.0,,,,,,0.5,0.5,0.8,0.2,0.5,,0.6,0.6,0.7,0.0,1.0,0.0,0.67,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0
63,0.3228451609611511,female,72.0,65_plus,french,canadian_quebecois,college_cegep,20k_to_40k,self_employed,3,1.0,divorced_separated,0.0,2_persons,1.0,children_under_18,catholic,0.5,,type_1,,1.0,1.0,0.33,1.0,0.67,0.33,1.0,plq,conservative,0.67,0.75,0.67,0.67,0.5,0.67,0.67,0.67,1.0,,0.0,1.0,1.0,,,0.85,0.15,0.5,0.1,0.0,0.8,0.15,0.5,0.2,0.1,0.4,0.4,0.0,1.0,0.0,1.0,1.0,0.67,0.33,1.0,1.0,0.67,0.67,1.0,0.67,0.0,1.0,1.0,1.0,0.6,0.6,0.6,1.0,0.8,1.0,1.0,0.6,1.0,1.0,0.67
64,0.2219046652317047,male,45.0,35_44,french,canadian_quebecois,graduate,over_150k,employed,3,1.0,widowed,1.0,5_plus_persons,0.0,both,protestant,0.0,other_regions,type_1,,0.33,1.0,1.0,0.67,0.33,0.0,1.0,adq,bloc,1.0,1.0,0.33,0.0,1.0,0.33,0.33,0.67,,,1.0,1.0,1.0,pq,,0.03,0.3,0.0,0.24,0.25,0.07,0.19,0.0,0.15,0.13,0.75,0.33,1.0,1.0,0.33,1.0,0.0,0.0,0.33,0.67,1.0,0.0,0.0,1.0,1.0,0.33,0.8,0.8,1.0,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.8,1.0,0.83,0.67
65,1.3925409317016602,male,40.0,35_44,french,canadian_quebecois,bachelor,60k_to_80k,employed,16,1.0,widowed,,5_plus_persons,1.0,no_children,catholic,0.5,montreal,type_1,,1.0,1.0,1.0,0.67,0.67,1.0,1.0,adq,liberal,0.67,0.75,1.0,0.33,1.0,0.67,0.67,0.0,1.0,1.0,1.0,0.67,1.0,,,0.5,0.4,0.5,0.1,0.5,0.8,0.75,0.75,0.5,,0.0,1.0,1.0,1.0,0.33,0.67,0.67,0.67,0.33,0.0,1.0,1.0,0.67,0.67,0.33,0.0,1.0,1.0,1.0,0.6,0.6,0.6,0.8,0.8,0.6,1.0,0.6,1.0,0.83,0.67
66,1.3492573499679563,female,30.0,25_34,french,canadian_quebecois,bachelor,20k_to_40k,employed,17,1.0,widowed,1.0,5_plus_persons,0.0,children_under_18,protestant,0.0,other_regions,type_1,,1.0,1.0,0.33,1.0,0.67,1.0,1.0,plq,bloc,1.0,0.75,1.0,0.67,1.0,0.67,0.33,0.67,1.0,0.0,0.0,0.67,0.0,adq,,0.3,0.85,0.9,0.5,0.8,0.1,0.6,0.8,0.5,0.2,0.5,0.8,0.0,1.0,0.33,0.67,1.0,0.33,0.33,0.33,1.0,0.33,0.67,0.67,0.67,0.0,0.6,0.6,0.6,0.2,0.4,0.6,0.6,0.8,0.6,0.6,0.4,0.17,0.67,0.67
67,0.2516313791275024,female,52.0,45_54,french,canadian_quebecois,bachelor,40k_to_60k,employed,3,1.0,widowed,0.0,5_plus_persons,0.0,no_children,protestant,0.5,other_regions,type_1,,1.0,1.0,0.67,0.67,0.33,0.33,1.0,plq,ndp,0.67,0.75,0.0,0.33,,0.67,0.67,0.33,0.0,,1.0,0.67,1.0,,,0.65,0.55,0.6,0.33,0.15,0.65,0.75,0.7,0.65,0.05,0.65,0.8,1.0,0.0,0.33,0.67,1.0,0.67,0.67,0.67,1.0,0.0,0.33,1.0,1.0,0.33,1.0,0.8,0.6,0.2,0.4,0.6,0.8,0.8,,1.0,0.6,0.83,0.5,0.5
68,3.6725471019744873,male,38.0,35_44,other,other,bachelor,20k_to_40k,employed,6,,divorced_separated,0.0,3_4_persons,0.0,children_18_plus,catholic,0.5,montreal,type_1,,1.0,0.33,0.33,1.0,0.67,0.33,1.0,qs,ndp,1.0,0.75,0.67,1.0,0.5,0.67,1.0,0.33,0.0,1.0,1.0,0.67,0.0,plq,ndp,0.8,0.6,0.7,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.7,1.0,1.0,0.0,0.67,1.0,0.0,0.33,1.0,1.0,0.67,0.67,1.0,1.0,0.0,0.6,0.8,0.6,1.0,0.6,0.6,0.8,0.8,1.0,0.6,1.0,1.0,0.67,1.0
69,1.466917634010315,male,70.0,65_plus,french,canadian_quebecois,college_cegep,40k_to_60k,self_employed,25,1.0,widowed,,5_plus_persons,0.0,children_18_plus,other_christian,0.0,quebec_city,type_1,,1.0,1.0,0.67,0.33,0.33,1.0,1.0,adq,,0.33,0.75,0.67,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.33,1.0,,,0.1,0.1,0.2,0.05,0.05,0.1,0.1,0.2,0.05,,0.1,0.25,0.0,1.0,,0.0,0.33,0.33,0.33,0.0,0.33,0.0,,0.0,0.0,,,,,,,,,,,,0.6,,0.0,0.67
70,1.022304654121399,female,53.0,45_54,french,canadian_quebecois,high_school,40k_to_60k,student,11,1.0,divorced_separated,1.0,3_4_persons,0.0,children_under_18,protestant,0.0,other_regions,type_1,,0.67,0.67,0.67,0.67,,0.67,1.0,,,0.67,0.75,0.67,0.33,0.5,1.0,0.67,0.33,0.0,0.0,1.0,0.33,0.0,pq,ndp,0.5,0.6,0.5,0.3,0.3,0.4,0.5,0.5,0.3,0.3,0.8,0.8,0.0,1.0,0.67,,0.67,0.67,0.67,0.0,0.67,0.67,0.67,0.67,0.67,0.67,1.0,0.8,0.8,0.8,0.8,1.0,0.8,0.8,0.8,0.8,0.8,0.83,0.83,0.67
71,0.6555481553077698,female,45.0,35_44,french,canadian_quebecois,high_school,20k_to_40k,employed,16,1.0,widowed,1.0,3_4_persons,0.0,children_under_18,catholic,0.0,montreal,type_1,,1.0,1.0,0.67,1.0,0.67,0.33,1.0,plq,conservative,0.33,0.75,1.0,0.33,0.5,0.67,0.67,0.33,0.0,0.0,1.0,0.67,1.0,plq,ndp,0.8,0.7,0.8,0.3,0.5,0.7,0.65,0.7,0.6,0.5,0.5,0.7,0.0,,0.33,1.0,0.67,0.67,0.33,0.33,1.0,0.67,0.67,0.67,0.33,0.0,1.0,1.0,,0.2,0.6,0.6,0.6,0.6,,,0.6,1.0,0.67,0.67
72,0.9346079230308532,male,57.0,55_64,french,canadian_quebecois,college_cegep,,employed,4,1.0,divorced_separated,0.0,1_person,1.0,children_under_18,other_religion,1.0,monteregie,type_1,,0.67,0.33,0.33,0.67,1.0,0.33,0.0,qs,ndp,1.0,0.5,0.0,0.33,1.0,1.0,1.0,0.33,0.0,0.0,1.0,0.0,1.0,,,0.35,0.3,0.4,0.6,0.65,0.25,0.25,0.4,0.7,,0.35,0.35,0.0,1.0,0.67,0.67,1.0,0.0,0.67,0.67,,0.0,1.0,0.67,1.0,0.67,0.2,0.4,1.0,0.2,0.4,0.4,0.4,0.4,0.6,0.2,0.4,0.17,0.5,0.5
73,0.9693608283996582,female,30.0,25_34,french,canadian_quebecois,bachelor,under_20k,employed,15,1.0,widowed,1.0,3_4_persons,0.0,children_under_18,other_christian,0.5,other_regions,type_1,,1.0,1.0,0.33,1.0,1.0,0.67,1.0,plq,ndp,1.0,0.5,0.67,0.67,,0.67,0.67,0.33,1.0,0.0,0.0,0.67,0.0,,,0.4,0.7,0.7,0.5,0.55,0.3,0.6,0.8,0.7,0.6,0.7,0.5,1.0,0.0,0.33,0.67,1.0,0.67,0.67,0.33,1.0,0.0,0.67,0.67,1.0,0.0,0.6,0.6,,0.6,,0.6,0.6,0.6,0.6,,0.6,0.67,0.67,0.67
74,0.3823769092559814,female,42.0,35_44,french,canadian_quebecois,high_school,20k_to_40k,employed,12,1.0,widowed,0.0,5_plus_persons,0.0,no_children,other_christian,0.5,,type_1,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,plq,ndp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.33,0.0,,,0.0,0.5,0.7,0.3,,0.0,0.5,0.8,,,0.5,0.5,1.0,,0.67,0.67,0.67,1.0,0.33,0.33,1.0,0.33,0.33,0.33,0.33,0.0,0.6,0.6,0.6,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.67,0.67,0.67
75,1.1757395267486572,male,69.0,65_plus,french,canadian_quebecois,graduate,over_150k,employed,16,1.0,widowed,0.0,5_plus_persons,1.0,children_under_18,catholic,0.0,quebec_city,type_1,,0.67,1.0,0.67,0.33,0.67,0.33,1.0,adq,liberal,1.0,0.75,1.0,0.67,0.5,0.0,0.33,0.67,0.0,,0.0,1.0,1.0,plq,ndp,0.65,0.25,0.5,0.1,0.1,0.6,0.2,0.6,0.1,0.1,0.15,0.5,1.0,0.0,0.0,0.67,1.0,0.0,0.33,1.0,1.0,0.0,1.0,1.0,0.67,1.0,0.6,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.6,0.6,1.0,0.0,0.67
76,0.9693608283996582,female,33.0,25_34,french,canadian_quebecois,college_cegep,40k_to_60k,employed,6,1.0,widowed,1.0,5_plus_persons,1.0,no_children,protestant,1.0,other_regions,type_1,,0.67,1.0,0.67,1.0,1.0,0.67,1.0,plq,ndp,1.0,1.0,0.67,0.67,1.0,0.33,0.67,1.0,1.0,0.0,,1.0,1.0,pq,ndp,0.25,0.75,0.5,0.0,0.0,0.15,0.5,0.5,0.5,,,,0.0,,1.0,1.0,1.0,1.0,0.33,0.67,1.0,1.0,1.0,1.0,1.0,0.0,,0.6,0.6,0.6,,,0.8,0.8,0.8,0.6,0.8,0.67,0.83,0.83
